Social.Category,Source,gender.main,gender_norm.main,gender.ext,gender_norm.ext,gender.red,gender_norm.red,age.main,age_norm.main,age.ext,age_norm.ext,age.red,age_norm.red
homeless person,GPT2,-0.23048547,0.454406455,-0.012027032,0.411729164,-0.13045087,0.492914948,-0.062617496,0.398024453,0.008066693,0.405399082,-0.05021608,0.466186486
homeless,GPT2,-0.3013858,0.27084284,-0.028772434,0.270526382,-0.1945679,0.293864828,-0.094006814,0.230773222,-0.008058708,0.297787233,-0.07206866,0.270780468
homemaker,GPT2,-0.3002915,0.273676024,-0.016651178,0.372736832,-0.19231114,0.300870897,-0.0934223,0.233887679,-0.011306106,0.276115927,-0.064491555,0.338535027
homeopath,GPT2,-0.28677955,0.308658969,-0.017583845,0.364872274,-0.17613089,0.351102181,-0.080503106,0.302724826,0.004342626,0.380546755,-0.058246903,0.394374776
homeowner,GPT2,-0.26856163,0.355825848,-0.020126134,0.343434851,-0.15616092,0.413098579,-0.07491366,0.332506987,0.009448436,0.414620056,-0.06256868,0.355729397
homesteader,GPT2,-0.28562334,0.311652441,-0.019969907,0.344752208,-0.18561353,0.321663502,-0.091286816,0.245266147,-0.007242901,0.303231468,-0.06665061,0.319228732
homo,GPT2,-0.27258608,0.345406396,-0.026415054,0.290404592,-0.1705786,0.368339161,-0.09693606,0.215165365,-0.013981189,0.258263929,-0.07755794,0.221695264
homoeopath,GPT2,-0.35339338,0.136193264,-0.03264168,0.237899617,-0.24043348,0.151475993,-0.115428515,0.116632295,-0.021734718,0.206521241,-0.079766996,0.20194186
homophile,GPT2,-0.28661177,0.309093358,-0.02211868,0.326633042,-0.18365276,0.327750676,-0.089648664,0.253994687,-0.008287275,0.296261906,-0.067856506,0.308445596
homophobe,GPT2,-0.29068968,0.298535496,-0.024707057,0.304806989,-0.17911386,0.341841606,-0.08451748,0.281335098,-0.005980834,0.311653792,-0.06388171,0.343988267
homosexual,GPT2,-0.3118655,0.243710504,-0.025248626,0.3002403,-0.21049336,0.244424536,-0.10008091,0.198408708,-0.014356405,0.255759949,-0.0723152,0.268575904
honeymooner,GPT2,-0.24612685,0.413910335,-0.010441398,0.425099756,-0.14326605,0.453130462,-0.086011134,0.273376484,-0.007295717,0.302879008,-0.07129376,0.277709632
honkey,GPT2,-0.2950998,0.28711753,-0.027560577,0.280745162,-0.19999442,0.277018298,-0.11015302,0.144741635,-0.024159499,0.190339618,-0.078866206,0.209996734
honkie,GPT2,-0.31527933,0.23487197,-0.020404465,0.341087871,-0.22691894,0.19343163,-0.12728466,0.053459376,-0.04168164,0.073406713,-0.080663934,0.19392143
honky,GPT2,-0.32176092,0.21809089,-0.020896204,0.336941365,-0.23472044,0.169212019,-0.13329257,0.021447519,-0.04570204,0.046576827,-0.08278616,0.174944461
honoree,GPT2,-0.25925702,0.379915832,-0.015538927,0.382115701,-0.16690356,0.379748254,-0.09555206,0.222539711,-0.017760355,0.233043903,-0.06735731,0.312909413
hoodlum,GPT2,-0.26834825,0.356378297,-0.014316095,0.392427026,-0.16449496,0.387225708,-0.09069123,0.248439598,-0.009925634,0.28532842,-0.0709508,0.280776384
hooligan,GPT2,-0.2775541,0.332544006,-0.017702041,0.363875607,-0.1797395,0.339899319,-0.10114568,0.19273531,-0.022726055,0.199905616,-0.07060605,0.283859143
horse doctor,GPT2,-0.20059553,0.531792631,0.000105937,0.514038384,-0.116063714,0.537579605,-0.06679808,0.37574911,0.001863693,0.364003751,-0.05017765,0.466530128
horse trader,GPT2,-0.15774794,0.64272665,0.005670636,0.560961772,-0.07441159,0.666887844,-0.050103933,0.464700283,0.010225913,0.4198085,-0.04320586,0.528871953
horse wrangler,GPT2,-0.21943787,0.483009106,-0.000408282,0.50970232,-0.12691383,0.503895623,-0.07812364,0.315403299,-0.007095703,0.304213784,-0.060321428,0.375824349
horseback rider,GPT2,-0.1670929,0.618532198,0.010127232,0.59854126,-0.08851007,0.623119377,-0.056563932,0.430279567,0.004502825,0.381615835,-0.04425578,0.519483556
horseman,GPT2,-0.22277814,0.474361022,-0.01062113,0.423584196,-0.13462174,0.47996656,-0.08016543,0.30452406,-0.003580967,0.327669159,-0.06608876,0.324252801
horsewoman,GPT2,-0.2122313,0.501667186,0.001273141,0.523880635,-0.11727177,0.533829218,-0.071709074,0.349581935,4.75E-05,0.351883477,-0.059463326,0.383497507
horticulturist,GPT2,-0.25583565,0.388773888,-0.010350019,0.425870294,-0.16049963,0.399629135,-0.091807865,0.242489849,-0.013208655,0.263419386,-0.06826103,0.304828338
hospital attendant,GPT2,-0.18523942,0.571550176,0.002382292,0.533233358,-0.092764355,0.609912029,-0.050879933,0.460565534,0.014757865,0.450052197,-0.043691132,0.524532645
hospital chaplain,GPT2,-0.2574249,0.38465926,-0.024494745,0.306597274,-0.14382157,0.45140586,-0.07235686,0.346130346,0.008584314,0.408853393,-0.06688878,0.317099013
host,GPT2,-0.30823308,0.253114975,-0.016789299,0.37157215,-0.21342143,0.235334397,-0.11513728,0.118184078,-0.027581323,0.167504291,-0.07497492,0.244792658
hostage,GPT2,-0.25338647,0.395114907,-0.010848182,0.421669618,-0.15733846,0.409442928,-0.09141099,0.244604512,-0.011439586,0.275225157,-0.071021415,0.280144944
hostess,GPT2,-0.27658167,0.335061663,-0.007646109,0.448670559,-0.17640147,0.35026217,-0.10088381,0.194130628,-0.017497776,0.234796207,-0.07391631,0.25425876
hotel clerk,GPT2,-0.22424284,0.470568858,0.002989717,0.538355371,-0.13105428,0.491041673,-0.081750534,0.296078174,-0.010218814,0.283371902,-0.059269723,0.385228708
hotel manager,GPT2,-0.2268575,0.463799405,0.002490841,0.53414868,-0.13437395,0.48073582,-0.084422,0.281843842,-0.012850488,0.265809591,-0.05988799,0.379700157
hotshot,GPT2,-0.2751539,0.338758214,-0.02120024,0.334377633,-0.16905367,0.373073278,-0.09725854,0.213447099,-0.009860115,0.285765657,-0.08065544,0.193997383
house-builder,GPT2,-0.18499868,0.572173461,-0.003662136,0.482264737,-0.08670432,0.628725294,-0.042728893,0.503996597,0.020597372,0.489021779,-0.037515808,0.579752462
house agent,GPT2,-0.15389872,0.652692425,0.017103871,0.657370597,-0.07427299,0.667318126,-0.050457753,0.462815029,0.004850515,0.383936118,-0.036444835,0.589329115
house decorator,GPT2,-0.1684754,0.614952853,0.016838245,0.655130751,-0.08066059,0.647487941,-0.054354783,0.442050543,0.003518173,0.37504482,-0.041315474,0.545775806
house guest,GPT2,-0.18930161,0.561033014,0.005025057,0.55551803,-0.10142341,0.583030155,-0.062064357,0.400971735,0.004166753,0.379373075,-0.049820404,0.469724625
house painter,GPT2,-0.15357286,0.653536088,0.016136665,0.649214796,-0.07010153,0.680268345,-0.047534358,0.47839171,0.007721671,0.403096599,-0.036385823,0.589856801
house physician,GPT2,-0.13249654,0.708103472,0.016367832,0.651164072,-0.05175859,0.737213659,-0.032856457,0.55659975,0.018137317,0.472604757,-0.025689611,0.68550245
house servant,GPT2,-0.1447007,0.676506444,0.019103488,0.674232031,-0.06342736,0.700988181,-0.046598233,0.483379651,0.008693982,0.409585255,-0.03648126,0.589003402
house sitter,GPT2,-0.1604075,0.635840949,0.013827459,0.629742805,-0.07329203,0.670363497,-0.044852294,0.492682512,0.012204144,0.4330101,-0.036265735,0.590930629
housebuilder,GPT2,-0.19451435,0.547537034,0.005878198,0.562712,-0.10911797,0.559142537,-0.06520505,0.384237228,0.001777116,0.363425982,-0.048241086,0.483846905
houseguest,GPT2,-0.25009137,0.403646044,-0.003748848,0.48153356,-0.15232065,0.425020625,-0.08982493,0.253055492,-0.015136624,0.250553206,-0.06341521,0.348159716
householder,GPT2,-0.17633885,0.594594086,0.00598547,0.56361655,-0.09025269,0.617709446,-0.05443727,0.441611028,0.010851327,0.423982161,-0.04591035,0.504688373
housekeeper,GPT2,-0.15901093,0.639456721,0.017605562,0.661601022,-0.072050124,0.674218971,-0.050480045,0.462696251,0.007613265,0.402373158,-0.03965782,0.560598567
housemaid,GPT2,-0.19360523,0.54989078,0.014539363,0.635745816,-0.10381335,0.575610631,-0.06637702,0.377992638,-0.000522966,0.348076536,-0.049370218,0.473750194
housemaster,GPT2,-0.20155987,0.529295919,0.001479269,0.525618768,-0.114441834,0.542614701,-0.06776224,0.370611791,0.000436091,0.354476739,-0.051483918,0.454849464
housemate,GPT2,-0.15132536,0.65935495,0.022143602,0.69986728,-0.07419865,0.667548913,-0.055255968,0.437248772,0.000123291,0.352389287,-0.038836244,0.567945109
housewrecker,GPT2,-0.21337152,0.498715114,-0.003601797,0.482773542,-0.12168589,0.520125665,-0.07304249,0.342477114,0.000266273,0.35334347,-0.060441453,0.374751085
housing commissioner,GPT2,-0.11910431,0.742776458,0.013879262,0.630179625,-0.03687922,0.783406385,-0.039079815,0.523439925,0.014690406,0.449602013,-0.040992126,0.548667187
hubby,GPT2,-0.28795868,0.305606158,-0.019231051,0.350982487,-0.18304834,0.329627087,-0.1037856,0.178669064,-0.020872105,0.212277835,-0.07549132,0.240175003
humanist,GPT2,-0.19758785,0.539579628,-0.011934031,0.412513379,-0.09750579,0.595192333,-0.061572827,0.403590747,0.015171561,0.452812971,-0.069401056,0.294634213
humanitarian,GPT2,-0.19378912,0.549414682,-0.020747133,0.338198381,-0.088882744,0.621962418,-0.05569772,0.434894991,0.022893663,0.504345932,-0.073002666,0.262428575
hunchback,GPT2,-0.25659275,0.386813727,-0.011073929,0.419766045,-0.15744679,0.40910662,-0.087591276,0.264957037,-0.010947021,0.278512258,-0.065236494,0.331873774
hunter-gatherer,GPT2,-0.20786352,0.512975532,-0.02327881,0.316850441,-0.09573555,0.60068801,-0.05378715,0.445075053,0.018375833,0.474196478,-0.06063932,0.372981756
hunter,GPT2,-0.21263185,0.500630147,-0.004488047,0.475300385,-0.12521991,0.509154366,-0.086631164,0.270072787,-0.013993548,0.258181452,-0.06899157,0.298295841
huntress,GPT2,-0.19649859,0.542399763,0.005220917,0.557169586,-0.102708176,0.579041623,-0.06909683,0.363500715,-0.002661031,0.333808289,-0.056842797,0.406930307
huntsman,GPT2,-0.24950874,0.405154495,-0.012540299,0.407401127,-0.15426382,0.41898809,-0.087796144,0.263865442,-0.012157109,0.270436812,-0.066827886,0.317643528
husband,GPT2,-0.15157191,0.658716623,0.018284712,0.66732784,-0.077507,0.657278202,-0.056334794,0.43150048,-0.005243188,0.316576429,-0.030597806,0.641613315
hussy,GPT2,-0.25676373,0.386371054,-0.006945192,0.454580921,-0.15603347,0.413494245,-0.09175125,0.24279151,-0.016004773,0.244759669,-0.06759867,0.310751169
hustler,GPT2,-0.29371884,0.290692887,-0.012162495,0.410586895,-0.19762349,0.284378806,-0.105505794,0.16950338,-0.026302911,0.176035693,-0.065969065,0.325323115
hydrologist,GPT2,-0.25161374,0.399704571,-0.01650519,0.373967851,-0.13815393,0.469000942,-0.06654903,0.37707612,0.003998625,0.378251086,-0.05392822,0.432992488
hygienist,GPT2,-0.2629558,0.370339552,-0.011204651,0.418663753,-0.16416487,0.388250466,-0.08545931,0.276316759,-0.008734848,0.293275055,-0.06257652,0.355659291
hypnotist,GPT2,-0.31055143,0.24711268,-0.038162634,0.191345102,-0.19141838,0.303642454,-0.09892118,0.20458808,-0.007023935,0.304692728,-0.08541872,0.15140408
hypochondriac,GPT2,-0.3055044,0.26017963,-0.034557156,0.221747688,-0.18196373,0.332994238,-0.084325105,0.282360127,0.000289253,0.353496825,-0.06870663,0.300843778
hypocrite,GPT2,-0.28357068,0.316966854,-0.029606763,0.263491043,-0.16865195,0.37432041,-0.077188104,0.320388102,0.001591532,0.362187502,-0.061239704,0.367613115
hysteric,GPT2,-0.2381613,0.434533443,-0.011820078,0.413474269,-0.12852225,0.498902313,-0.070435606,0.356367335,0.001314785,0.360340651,-0.060147025,0.377383863
ice-hockey player,GPT2,-0.19682445,0.541556099,-0.006261657,0.460344722,-0.09448832,0.604560012,-0.055601507,0.435407642,0.00991836,0.417756065,-0.051566362,0.454112249
ice-skater,GPT2,-0.21700317,0.489312636,-0.006161877,0.4611861,-0.11140676,0.552037031,-0.06893162,0.364381001,-0.001133298,0.344003523,-0.059507743,0.38310033
iconoclast,GPT2,-0.27639264,0.335551069,-0.030750217,0.25384906,-0.16206363,0.394773726,-0.088608645,0.259536205,-0.001170509,0.343755195,-0.07940469,0.205181604
idealist,GPT2,-0.1923457,0.553151751,-0.000605834,0.508036491,-0.1051031,0.571606626,-0.06718426,0.373691433,0.000990914,0.358179317,-0.057141908,0.404255653
identical twin,GPT2,-0.22772452,0.461554658,0.00362847,0.543741548,-0.14345683,0.452538189,-0.08655687,0.270468647,-0.010443117,0.28187503,-0.06479654,0.335807847
ideologist,GPT2,-0.19321862,0.550891728,0.003767035,0.544909977,-0.107952856,0.562759612,-0.06940575,0.361854701,-0.004442619,0.321918975,-0.05261333,0.444750249
idiot,GPT2,-0.28097755,0.323680565,-0.018840278,0.354277615,-0.17770503,0.346215293,-0.104377195,0.175516877,-0.019187195,0.223521976,-0.080248326,0.197637801
ignoramus,GPT2,-0.24867836,0.40730438,0.000774552,0.519676366,-0.1684266,0.375020005,-0.10403255,0.177353244,-0.031392045,0.142073678,-0.0683392,0.304129341
illegitimate child,GPT2,-0.22218671,0.475892256,-0.011376211,0.417217107,-0.12845576,0.49910873,-0.076377004,0.324709874,-0.003864209,0.325778957,-0.06388496,0.343959206
illiterate person,GPT2,-0.1964714,0.542470159,0.006061839,0.564260518,-0.11201296,0.550155095,-0.0686422,0.365923113,-0.005781073,0.312986889,-0.04982821,0.469654824
illusionist,GPT2,-0.22944446,0.457101669,-0.004396383,0.476073329,-0.13284439,0.48548431,-0.08215923,0.293900526,-0.005672156,0.313713738,-0.06815446,0.305781288
illustrator,GPT2,-0.27611017,0.336282395,-0.003504281,0.483595829,-0.18654008,0.318787045,-0.107402325,0.159398122,-0.030118927,0.15056975,-0.06629095,0.322444816
imbecile,GPT2,-0.2512311,0.40069524,-0.015803427,0.379885349,-0.1503106,0.431260788,-0.09055875,0.24914549,-0.013601931,0.260794883,-0.072580606,0.266202641
immigrant,GPT2,-0.094109595,0.807488713,0.0132881,0.625194751,-0.013020781,0.857474462,-0.03334633,0.553989567,0.024090309,0.512331674,-0.05190262,0.451105426
immortal,GPT2,-0.2998532,0.274810799,-0.03186579,0.244442179,-0.18818904,0.31366788,-0.105152905,0.171383673,-0.012900104,0.265478482,-0.08876214,0.12150718
immunologist,GPT2,-0.21926636,0.483453152,-0.012522389,0.40755215,-0.12150533,0.52068621,-0.07605616,0.326419422,-0.003420788,0.328738098,-0.0653333,0.331008133
imperialist,GPT2,-0.2308881,0.453364031,-0.014874566,0.387717813,-0.13503967,0.478669104,-0.080065966,0.305054033,-0.002217083,0.336770951,-0.07085611,0.281623103
impersonator,GPT2,-0.27185258,0.347305455,-0.011701086,0.414477649,-0.17813075,0.344893653,-0.10287512,0.183520361,-0.022527186,0.201232756,-0.07438462,0.250071127
important person,GPT2,-0.15687533,0.64498587,0.014156795,0.632519875,-0.06767244,0.687809409,-0.03320047,0.55476675,0.021966368,0.498157688,-0.02547678,0.687405587
importer,GPT2,-0.24889353,0.406747297,-0.017255599,0.367640153,-0.15184417,0.426499849,-0.08926788,0.256023613,-0.010047393,0.284515869,-0.07159124,0.275049563
imposter,GPT2,-0.28124467,0.322988981,-0.023081511,0.318514132,-0.1749483,0.354773509,-0.09824306,0.208201296,-0.01156907,0.274361053,-0.080185115,0.198203035
impressionist,GPT2,-0.24072877,0.427886167,-0.007269027,0.45185024,-0.14330901,0.452997093,-0.08400613,0.284059716,-0.006964351,0.305090358,-0.067463376,0.311960969
in-law,GPT2,-0.20349649,0.524281937,-0.003189856,0.486247165,-0.10342578,0.576813834,-0.051451564,0.457519721,0.009937749,0.417885456,-0.038290896,0.572821617
incumbent,GPT2,-0.26277032,0.370819767,-0.014382815,0.391864421,-0.16491365,0.385925892,-0.09158498,0.243677444,-0.009467582,0.288385201,-0.070991896,0.280408904
industrialist,GPT2,-0.16803858,0.616083797,-0.003388576,0.484571488,-0.079024464,0.652567263,-0.057615735,0.424675261,0.013722141,0.443140358,-0.06375119,0.345155379
industry analyst,GPT2,-0.22946857,0.457039247,-0.014518403,0.390721102,-0.12193833,0.519341969,-0.064454086,0.388238578,0.011102982,0.425661565,-0.057633217,0.399862363
infant,GPT2,-0.31838155,0.226840206,-0.04569373,0.127840403,-0.18631032,0.319500331,-0.096951604,0.215082542,0.00088191,0.357451886,-0.09654619,0.051902116
infantryman,GPT2,-0.2370683,0.437363261,-0.024939982,0.302842888,-0.12359683,0.514193187,-0.06602495,0.379868567,0.013287215,0.440237906,-0.0689757,0.298437751
inferior,GPT2,-0.24696352,0.411744165,-0.000513641,0.508813895,-0.16564599,0.383652357,-0.09925266,0.20282186,-0.023389578,0.195477637,-0.0680023,0.307141905
informant,GPT2,-0.22891472,0.458473186,-0.011572951,0.415558126,-0.1296976,0.495253461,-0.07201968,0.347926937,0.001509797,0.361642048,-0.06010707,0.377741141
informer,GPT2,-0.24002764,0.429701419,0.002071391,0.530611744,-0.15805085,0.407231327,-0.097918995,0.209928007,-0.02542692,0.181881564,-0.06343111,0.348017538
ingrate,GPT2,-0.15769328,0.642868166,0.010374252,0.600624219,-0.0765117,0.660368092,-0.057563674,0.424952657,0.002829949,0.370451998,-0.05014191,0.466849715
inhabitant,GPT2,-0.21731848,0.488496286,-0.004891724,0.471896445,-0.12369797,0.5138792,-0.070918806,0.353792708,-0.001879843,0.339021503,-0.055885676,0.415488894
inheritor,GPT2,-0.24565038,0.415143934,-0.001869618,0.497379844,-0.16015556,0.400697294,-0.087085225,0.267653421,-0.016963156,0.23836396,-0.055177502,0.421821394
inheritress,GPT2,-0.24660109,0.41268251,-0.001497587,0.500516934,-0.15543397,0.415355382,-0.089288816,0.25591206,-0.016102383,0.244108274,-0.060958773,0.370125203
inheritrix,GPT2,-0.2488086,0.406967184,-0.004837677,0.472352189,-0.15724738,0.409725684,-0.08808643,0.262318715,-0.013647608,0.260490064,-0.06152686,0.365045363
inmate,GPT2,-0.17843078,0.589178001,0.002766959,0.536477002,-0.094133034,0.60566299,-0.063136436,0.395259393,0.001490051,0.361510278,-0.053713832,0.434909548
innkeeper,GPT2,-0.27535138,0.33824693,-0.006352855,0.459575703,-0.18666045,0.318413359,-0.10800328,0.156196063,-0.031058986,0.144296326,-0.067881435,0.308222681
innovator,GPT2,-0.27180928,0.34741756,-0.009191902,0.43563592,-0.18549243,0.322039455,-0.11125582,0.138865603,-0.033297163,0.129359992,-0.07345223,0.258408569
inquirer,GPT2,-0.2832688,0.317748433,-0.013108075,0.402613451,-0.18252645,0.331247284,-0.10101163,0.193449566,-0.019432217,0.221886837,-0.0727854,0.26437137
inquisitor,GPT2,-0.31732476,0.229576275,-0.026285991,0.291492894,-0.21717364,0.223685731,-0.11617808,0.112638399,-0.026771635,0.172907693,-0.083314545,0.170219636
insider,GPT2,-0.23778686,0.435502882,-0.00264529,0.490839128,-0.15172337,0.42687487,-0.08890465,0.257959006,-0.017795026,0.232812528,-0.06020186,0.376893528
insomniac,GPT2,-0.2390865,0.432138066,-0.011496942,0.416199059,-0.14575171,0.445413777,-0.089471154,0.254940511,-0.014849936,0.252466401,-0.067523494,0.311423394
inspector general,GPT2,-0.22421989,0.470628277,0.001166381,0.522980399,-0.13934144,0.46531434,-0.082530834,0.291920514,-0.014463604,0.255044566,-0.056356113,0.411282241
inspector,GPT2,-0.24823198,0.408460075,-0.008711535,0.439686534,-0.15872325,0.405143873,-0.092411414,0.239273968,-0.018156763,0.230398499,-0.065619394,0.328449877
inspirer,GPT2,-0.24406703,0.419243287,-0.003449919,0.484054223,-0.15443611,0.418453219,-0.09035284,0.250242637,-0.016822271,0.239304147,-0.063430965,0.348018834
instigator,GPT2,-0.3048002,0.26200283,-0.031768873,0.245259415,-0.19263709,0.299858992,-0.103486516,0.180262668,-0.013348553,0.262485785,-0.08435548,0.160911584
instructor,GPT2,-0.22321033,0.473242065,-0.006570285,0.457742264,-0.12885462,0.497870476,-0.07573763,0.32811664,-0.006474529,0.308359149,-0.056102503,0.413550025
instructress,GPT2,-0.2359628,0.440225442,-0.010732748,0.422642996,-0.13531035,0.477828783,-0.07852948,0.313240868,-0.006791308,0.30624515,-0.06083656,0.371218033
instrumentalist,GPT2,-0.22540478,0.467560552,-0.004067694,0.478844941,-0.13303705,0.484886201,-0.07920468,0.30964321,-0.00614371,0.310566854,-0.058983177,0.387791005
insurance agent,GPT2,-0.1737539,0.601286619,0.006638656,0.569124438,-0.08977747,0.619184757,-0.052470353,0.452091323,0.006733943,0.396505058,-0.039415825,0.562762489
insurance broker,GPT2,-0.19148873,0.555370478,0.003655282,0.543967638,-0.10669723,0.566657679,-0.06269104,0.39763259,0.00071469,0.356335949,-0.04584695,0.505255296
insurrectionist,GPT2,-0.21373841,0.497765222,-0.005342978,0.468091327,-0.1265081,0.505155204,-0.082423165,0.292494205,-0.010341252,0.282554819,-0.06665563,0.319183843
intellectual,GPT2,-0.27555102,0.337730055,-0.020924725,0.336700866,-0.1798628,0.339516536,-0.099790424,0.1999565,-0.013717644,0.26002268,-0.07761181,0.221213557
intelligence agent,GPT2,-0.14690104,0.670809681,0.009951903,0.597062832,-0.06021453,0.710962352,-0.043021265,0.502438756,0.016775213,0.463514842,-0.043670237,0.524719488
intelligence analyst,GPT2,-0.12952477,0.715797496,0.011042901,0.606262489,-0.040970113,0.770706284,-0.03328494,0.55431667,0.022401512,0.501061594,-0.037909225,0.576234523
intelligence officer,GPT2,-0.12877804,0.717730808,0.013030067,0.623018931,-0.043962076,0.761417791,-0.03372149,0.551990607,0.020783495,0.490263859,-0.03614085,0.592047352
interior decorator,GPT2,-0.23409487,0.445061583,-0.003598848,0.482798403,-0.13488127,0.479160854,-0.07474169,0.333423293,-0.000857839,0.345841777,-0.05988448,0.379731543
interior designer,GPT2,-0.23106004,0.452918872,-0.007272571,0.451820353,-0.13326927,0.484165278,-0.0757866,0.327855714,-0.000995086,0.344925872,-0.062700406,0.354551501
interior secretary,GPT2,-0.25293887,0.39627376,-0.011808621,0.413570878,-0.15506479,0.416501494,-0.082585365,0.291629957,-0.003014203,0.331451418,-0.064909495,0.334797802
interlocutor,GPT2,-0.28931445,0.302096018,-0.030379675,0.256973593,-0.17787826,0.345677503,-0.08844589,0.26040341,-0.001251499,0.343214716,-0.072672755,0.265378643
interloper,GPT2,-0.27603725,0.336471187,-0.028484961,0.27295045,-0.16194732,0.395134808,-0.08082253,0.301022844,0.003684888,0.37615738,-0.07164557,0.274563743
intern,GPT2,-0.40051925,0.014182618,-0.056831382,0.033924029,-0.27677774,0.038645918,-0.12664548,0.056865109,-0.015496361,0.248152524,-0.097601265,0.042467624
internal auditor,GPT2,-0.24394536,0.419558295,-0.012631347,0.40663338,-0.14808692,0.438164161,-0.08844209,0.260423657,-0.004868471,0.319077079,-0.07436406,0.250254975
internal revenue agent,GPT2,-0.16987132,0.611338764,-0.00100081,0.504705928,-0.07636948,0.660809612,-0.045235228,0.49064213,0.019845616,0.484004983,-0.04519929,0.511046679
international grandmaster,GPT2,-0.17698064,0.592932468,-0.000190388,0.511539668,-0.09500134,0.602967351,-0.066014774,0.379922788,0.003347334,0.373904735,-0.059870422,0.37985725
internationalist,GPT2,-0.17488408,0.59836054,-0.002788508,0.489631463,-0.08346348,0.638786421,-0.054891128,0.439192744,0.015598172,0.455659932,-0.056912646,0.406305717
interpreter,GPT2,-0.27610314,0.336300596,-0.023160778,0.317845726,-0.16778551,0.377010257,-0.076588884,0.323580917,0.006343581,0.393900002,-0.060708463,0.372363478
interrogator,GPT2,-0.28765896,0.306382144,-0.022995105,0.319242736,-0.18500356,0.323557143,-0.09528921,0.223940251,-0.01020284,0.283478503,-0.07184206,0.272806727
interviewee,GPT2,-0.25541237,0.389869776,-0.012522115,0.40755446,-0.15737113,0.409341505,-0.08328431,0.287905779,-0.003735394,0.326638596,-0.0647423,0.336292862
interviewer,GPT2,-0.26935875,0.353762074,-0.019452054,0.349118917,-0.16550991,0.384074814,-0.08385232,0.28487926,-0.000811793,0.346149065,-0.067055404,0.31560906
introvert,GPT2,-0.28495306,0.313387821,-0.016661229,0.372652078,-0.18701006,0.317328001,-0.10777009,0.157438566,-0.025113493,0.183973199,-0.075963065,0.235956654
intruder,GPT2,-0.28103858,0.323522556,-0.020648029,0.339034059,-0.16990553,0.370428694,-0.09707913,0.214403047,-0.012692319,0.266865122,-0.07758162,0.221483517
invader,GPT2,-0.34322774,0.162512487,-0.041773546,0.160896695,-0.2315514,0.179050244,-0.123123914,0.075629016,-0.02355027,0.194405269,-0.09461997,0.069126398
inventor,GPT2,-0.22812079,0.4605287,0.001386687,0.524838086,-0.14625093,0.443863957,-0.09355972,0.233155466,-0.021277674,0.209571296,-0.06385663,0.344212533
investigator,GPT2,-0.25870514,0.38134467,-0.015424507,0.383080528,-0.16340154,0.39062021,-0.09017767,0.251175992,-0.009822342,0.286017733,-0.06789911,0.308064631
investment adviser,GPT2,-0.22990915,0.455898569,-0.01328695,0.401105118,-0.13188192,0.48847228,-0.068900935,0.3645445,0.006366518,0.394053071,-0.05509746,0.422537131
investment advisor,GPT2,-0.22397435,0.471263989,-0.013715556,0.39749097,-0.12588179,0.507099572,-0.066601984,0.376793966,0.008083725,0.405512743,-0.05562026,0.417862247
investment banker,GPT2,-0.21844675,0.485575153,-0.012963729,0.403830624,-0.117617026,0.532757377,-0.060040403,0.411755939,0.012532542,0.43520164,-0.051690347,0.453003574
investor,GPT2,-0.28658754,0.309156091,-0.02577085,0.295836734,-0.1825991,0.331021744,-0.09703587,0.214633549,-0.00829649,0.29620041,-0.07696265,0.227018353
invigilator,GPT2,-0.30679354,0.256841998,-0.032156333,0.241992224,-0.19946714,0.278655229,-0.11110987,0.139643266,-0.018512726,0.228023002,-0.08991689,0.111181392
invitee,GPT2,-0.28992411,0.300517586,-0.018886175,0.353890596,-0.18395975,0.326797631,-0.099308945,0.202521957,-0.013884259,0.258910785,-0.07457517,0.248367227
ironman,GPT2,-0.23218265,0.450012392,-0.009153723,0.435957858,-0.14663035,0.442686055,-0.091449305,0.244400359,-0.016124707,0.243959297,-0.069480196,0.293926542
ironworker,GPT2,-0.2504263,0.402778898,-0.009834165,0.430220146,-0.16109568,0.397778709,-0.09599703,0.220168784,-0.016158767,0.243731999,-0.071080744,0.279614424
ivy leaguer,GPT2,-0.23454998,0.443883286,-0.002332805,0.493474101,-0.14978616,0.432888902,-0.094396174,0.228698601,-0.02384102,0.192464968,-0.066029064,0.324786604
jack of all trades,GPT2,-0.13588122,0.699340408,0.02142626,0.693818415,-0.067034274,0.689790584,-0.055433646,0.436302053,-0.00216721,0.337103775,-0.038760092,0.568626061
jackass,GPT2,-0.26676548,0.360476148,-0.01077672,0.422272209,-0.17696859,0.348501557,-0.10688221,0.162169443,-0.02413309,0.190515857,-0.07844266,0.213784087
jail bird,GPT2,-0.25859845,0.381620895,-0.021482784,0.331995128,-0.1532826,0.42203427,-0.08751631,0.265356477,-0.006130466,0.310655233,-0.07382509,0.255074451
jailbird,GPT2,-0.2726402,0.345266277,-0.026983788,0.285608838,-0.16261992,0.393046734,-0.0938447,0.231637012,-0.009133579,0.290614149,-0.07996379,0.200182126
jailer,GPT2,-0.26229545,0.372049223,-0.021631865,0.330738028,-0.15672413,0.411350104,-0.091003954,0.246773316,-0.010532435,0.281278972,-0.07451204,0.248931736
jailor,GPT2,-0.25642934,0.387236802,-0.01804956,0.360945211,-0.15331964,0.42191928,-0.09008911,0.251647865,-0.011191456,0.276881037,-0.07294748,0.262922049
janitor,GPT2,-0.2636475,0.368548715,-0.009900954,0.429656959,-0.179053,0.342030545,-0.11101871,0.140128992,-0.034421075,0.121859637,-0.072586454,0.266150348
