,domain,dimension,group,indicator,date,populationTotal,GNIperCap,value
42,social,education,Bottom-40,adultLiteracy,2019,3327080258,5451.071148483715,27.96066475312638
43,social,education,Bottom-40,adultLiteracy,2020,3382118060,5156.621783660124,27.519591261450287
44,social,education,Bottom-40,adultLiteracy,2021,3435411165,5373.146010576398,27.220493428452556
45,social,education,Bottom-40,adultLiteracy,2022,3487286907,5620.290680703733,26.81026386616172
46,social,education,Middle-40,adultLiteracy,2000,2611517723,7041.86535574524,10.076392131887658
47,social,education,Middle-40,adultLiteracy,2001,2634709027,7260.649694422355,9.872297880699676
48,social,education,Middle-40,adultLiteracy,2002,2656889070,7559.408961685218,9.662268709197804
49,social,education,Middle-40,adultLiteracy,2003,2678656287,7891.846159311665,9.352635547366802
50,social,education,Middle-40,adultLiteracy,2004,2700807424,8439.265730227351,9.042368225016318
51,social,education,Middle-40,adultLiteracy,2005,2723102284,8922.311456056143,8.61564506980146
52,social,education,Middle-40,adultLiteracy,2006,2745290832,9578.659482993324,8.320069848948364
53,social,education,Middle-40,adultLiteracy,2007,2767594485,10361.855660824636,7.9545733314242
54,social,education,Middle-40,adultLiteracy,2008,2790875870,10891.35883249022,7.610701876064354
55,social,education,Middle-40,adultLiteracy,2009,2815174200,10957.189813396071,7.189077648862124
56,social,education,Middle-40,adultLiteracy,2010,2839799939,11627.43774437665,6.8764350610397
57,social,education,Middle-40,adultLiteracy,2011,2864899255,12238.984201012434,6.596040850910384
58,social,education,Middle-40,adultLiteracy,2012,2891457211,12801.626252986438,6.368234566973243
59,social,education,Middle-40,adultLiteracy,2013,2919296332,13272.950500800083,6.2398663795668625
60,social,education,Middle-40,adultLiteracy,2014,2947502476,13761.940268907858,5.961583037601784
61,social,education,Middle-40,adultLiteracy,2015,2974694110,14119.540319720263,5.87795631875052
62,social,education,Middle-40,adultLiteracy,2016,2999572765,14549.658497200016,5.718202381920634
63,social,education,Middle-40,adultLiteracy,2017,3023019892,15123.739546281267,5.6199912741308395
64,social,education,Middle-40,adultLiteracy,2018,3044265118,15651.145809257465,5.3393881802035565
65,social,education,Middle-40,adultLiteracy,2019,3062721909,16129.712009512064,5.162380678087757
66,social,education,Middle-40,adultLiteracy,2020,3078099094,15885.727830175489,5.0008859828081995
67,social,education,Middle-40,adultLiteracy,2021,3089394896,16865.16863697877,4.9553263354033135
68,social,education,Middle-40,adultLiteracy,2022,3096406775,17315.57827308118,4.971031708487757
69,social,education,Top-20,adultLiteracy,2000,133902281,42169.00098787669,6.217941403104234
70,social,education,Top-20,adultLiteracy,2001,135106051,42534.22371846803,6.108389585748441
71,social,education,Top-20,adultLiteracy,2002,136665985,42219.41093886892,5.93669105192312
72,social,education,Top-20,adultLiteracy,2003,138667349,43121.20975449326,5.749343080506023
73,social,education,Top-20,adultLiteracy,2004,140767548,44284.741260300005,5.5353357817058395
74,social,education,Top-20,adultLiteracy,2005,143223737,44997.34487079,4.993891841264102
75,social,education,Top-20,adultLiteracy,2006,146370683,45938.25044562968,4.764214745298304
76,social,education,Top-20,adultLiteracy,2007,150209808,46053.89960662207,4.51096739024824
77,social,education,Top-20,adultLiteracy,2008,154202143,45317.56697354897,4.263667751491965
78,social,education,Top-20,adultLiteracy,2009,157617357,42877.715720197775,4.023629650745704
79,social,education,Top-20,adultLiteracy,2010,160149425,43447.28467379016,3.762305414812701
80,social,education,Top-20,adultLiteracy,2011,162099784,44368.71019102521,3.4632685898336604
81,social,education,Top-20,adultLiteracy,2012,163867682,44174.37582041256,3.1793272034967544
82,social,education,Top-20,adultLiteracy,2013,165405025,43937.09671168214,2.8827850835746034
83,social,education,Top-20,adultLiteracy,2014,166655901,44471.04715935134,2.7805475190385636
84,social,education,Top-20,adultLiteracy,2015,167923543,45397.549813572616,2.6865354707154836
85,social,education,Top-20,adultLiteracy,2016,169256969,46394.018215146105,2.5817885827193408
86,social,education,Top-20,adultLiteracy,2017,170567750,46663.55175846578,2.4727240718868018
87,social,education,Top-20,adultLiteracy,2018,171959412,46999.82831865765,2.2486949934269944
88,social,education,Top-20,adultLiteracy,2019,173280538,47196.343320376494,1.8738038675559778
89,social,education,Top-20,adultLiteracy,2020,173394968,43667.11970988099,1.5178780559482021
90,social,education,Top-20,adultLiteracy,2021,173122259,46283.6014266018,1.4702249430462047
91,social,education,Top-20,adultLiteracy,2022,173668044,48459.12672142336,1.4623758293651434
92,social,education,World,secondarySchool,2000,5408850954,10631.1356646305,60.86976704747948
93,social,education,World,secondarySchool,2001,5479538073,10794.679606835503,60.48167260556626
94,social,education,World,secondarySchool,2002,5548772837,10956.375080754922,59.97069946731004
95,social,education,World,secondarySchool,2003,5617402095,11228.286356184308,59.606385530269115
96,social,education,World,secondarySchool,2004,5686830000,11651.05223627575,59.10078082728987
97,social,education,World,secondarySchool,2005,5756191018,12036.443702429244,58.58194047314203
98,social,education,World,secondarySchool,2006,5825940094,12539.408605056782,57.52751070262504
99,social,education,World,secondarySchool,2007,5897283447,13068.16272918187,56.70962718233485
100,social,education,World,secondarySchool,2008,5968536203,13287.201167368665,54.90218647470952
101,social,education,World,secondarySchool,2009,6039692849,13108.497055814449,53.52698578063992
102,social,education,World,secondarySchool,2010,6111951755,13606.510869057469,52.324680787856046
103,social,education,World,secondarySchool,2011,6184869719,14008.247217672197,49.96964898008468
104,social,education,World,secondarySchool,2012,6257922662,14275.757332039037,48.30625443540897
105,social,education,World,secondarySchool,2013,6329989235,14537.734602996095,46.62073179032256
106,social,education,World,secondarySchool,2014,6401563387,14900.643677903963,45.28696333679786
107,social,education,World,secondarySchool,2015,6472893963,15218.16940673614,43.25669278226296
108,social,education,World,secondarySchool,2016,6544476199,15533.27276082481,43.37207396079472
109,social,education,World,secondarySchool,2017,6616084465,15986.719839891426,40.57481116157528
110,social,education,World,secondarySchool,2018,6684923281,16406.234425741386,38.69743933899413
111,social,education,World,secondarySchool,2019,6750791313,16754.621036167926,38.04383645608016
112,social,education,World,secondarySchool,2020,6812170975,16086.791566350072,37.457818790570784
113,social,education,World,secondarySchool,2021,6866396897,16955.468197984592,37.21536140597729
114,social,education,World,secondarySchool,2022,6917330500,17393.844932299173,36.91094077686816
115,social,education,Bottom-40,secondarySchool,2000,2090765276,2671.993586900202,78.34621275665978
116,social,education,Bottom-40,secondarySchool,2001,2134753127,2748.176315650121,78.22646367135252
117,social,education,Bottom-40,secondarySchool,2002,2178383274,2820.156107859249,77.92783843066559
118,social,education,Bottom-40,secondarySchool,2003,2221583571,2940.3195118430845,77.73052633191286
119,social,education,Bottom-40,secondarySchool,2004,2264972784,3098.078058881959,77.58304797110185
120,social,education,Bottom-40,secondarySchool,2005,2308050368,3257.97387335836,77.05525847936079
121,social,education,Bottom-40,secondarySchool,2006,2350837017,3442.92733163131,75.89370481838824
122,social,education,Bottom-40,secondarySchool,2007,2394092954,3622.879346402831,74.95315845234988
123,social,education,Bottom-40,secondarySchool,2008,2436984318,3701.9817144450303,72.42228066625168
124,social,education,Bottom-40,secondarySchool,2009,2479897471,3860.3086262773695,71.26890107471758
125,social,education,Bottom-40,secondarySchool,2010,2524057644,4052.694351430405,69.69484401230493
126,social,education,Bottom-40,secondarySchool,2011,2568648336,4231.902306358999,67.9923787063829
127,social,education,Bottom-40,secondarySchool,2012,2612496631,4336.447162176284,66.64631623154108
128,social,education,Bottom-40,secondarySchool,2013,2655051501,4497.5230314208,65.0915771590809
129,social,education,Bottom-40,secondarySchool,2014,2697010683,4716.0827510011,64.00958255061502
130,social,education,Bottom-40,secondarySchool,2015,2739390663,4939.363132784055,62.88622453036117
131,social,education,Bottom-40,secondarySchool,2016,2783246544,5144.1246973449415,61.86955192743463
132,social,education,Bottom-40,secondarySchool,2017,2828009848,5378.558322763215,60.0672725686494
133,social,education,Bottom-40,secondarySchool,2018,2872724782,5608.410707590723,58.560461924618615
134,social,education,Bottom-40,secondarySchool,2019,2917461602,5760.379451216048,56.89139215982635
135,social,education,Bottom-40,secondarySchool,2020,2962279638,5448.791439314038,57.03535577847951
136,social,education,Bottom-40,secondarySchool,2021,3005284705,5717.820788588386,57.00614981075204
137,social,education,Bottom-40,secondarySchool,2022,3046862395,6001.859393817491,57.14417214996488
138,social,education,Middle-40,secondarySchool,2000,2564590578,7421.550671337678,59.38827313263827
139,social,education,Middle-40,secondarySchool,2001,2586062223,7677.305150180402,58.51480396867068
140,social,education,Middle-40,secondarySchool,2002,2606266702,7943.826380956018,57.522269781595824
141,social,education,Middle-40,secondarySchool,2003,2626021658,8323.826054280971,56.77378777218787
142,social,education,Middle-40,secondarySchool,2004,2646125686,8834.079863878831,55.6806057180478
143,social,education,Middle-40,secondarySchool,2005,2666344224,9328.818420668498,54.89712691436686
144,social,education,Middle-40,secondarySchool,2006,2687081936,10030.062733080638,53.31227097495881
145,social,education,Middle-40,secondarySchool,2007,2708389840,10852.516583781198,52.197326585325754
146,social,education,Middle-40,secondarySchool,2008,2729876264,11407.755817534176,50.33182377044574
147,social,education,Middle-40,secondarySchool,2009,2751848919,11458.137569905652,48.316323301442615
148,social,education,Middle-40,secondarySchool,2010,2774184430,12127.455189240576,47.21837279862591
149,social,education,Middle-40,secondarySchool,2011,2796695035,12712.367080441803,43.64305702172947
150,social,education,Middle-40,secondarySchool,2012,2820015426,13234.560631539514,41.14908637361471
151,social,education,Middle-40,secondarySchool,2013,2843899776,13675.272681595625,38.882566119645155
152,social,education,Middle-40,secondarySchool,2014,2868008536,14160.13838265965,36.99579833439431
153,social,education,Middle-40,secondarySchool,2015,2891534191,14523.71516212029,33.592024769085796
154,social,education,Middle-40,secondarySchool,2016,2913835070,14938.098798094046,34.84318429475623
155,social,education,Middle-40,secondarySchool,2017,2935362922,15520.261502828504,30.20750490243347
156,social,education,Middle-40,secondarySchool,2018,2954514766,16059.513511262205,27.09193949511227
157,social,education,Middle-40,secondarySchool,2019,2970853229,16573.40532196025,27.2442067492764
158,social,education,Middle-40,secondarySchool,2020,2983952450,16297.760618855818,25.96163435507448
159,social,education,Middle-40,secondarySchool,2021,2992917662,17304.297830885847,25.130409169324295
160,social,education,Middle-40,secondarySchool,2022,2999760670,17793.369392653098,24.05193512648117
161,social,education,Top-20,secondarySchool,2000,753495100,43639.93600846548,17.419291389061456
162,social,education,Top-20,secondarySchool,2001,758722723,44059.82590399563,17.258631378462084
163,social,education,Top-20,secondarySchool,2002,764122861,44426.52758362144,17.129067479280664
164,social,education,Top-20,secondarySchool,2003,769796866,45054.855138266816,16.964187526959876
165,social,education,Top-20,secondarySchool,2004,775731530,46233.0121643498,16.80313326335981
166,social,education,Top-20,secondarySchool,2005,781796426,47187.04127019439,16.611465830070188
167,social,education,Top-20,secondarySchool,2006,788021141,48232.82011694306,17.110784800822998
168,social,education,Top-20,secondarySchool,2007,794800653,49069.290554731,17.13285977666402
169,social,education,Top-20,secondarySchool,2008,801675621,48824.87001380822,17.20655330485596
170,social,education,Top-20,secondarySchool,2009,807946459,47115.82360441682,16.817653587346186
171,social,education,Top-20,secondarySchool,2010,813709681,48284.18216585641,15.852885209340585
172,social,education,Top-20,secondarySchool,2011,819526348,49072.615440222704,15.07082422231042
173,social,education,Top-20,secondarySchool,2012,825410605,49291.79046156181,14.710823087646432
174,social,education,Top-20,secondarySchool,2013,831037958,49566.25982055047,14.08975309876881
175,social,education,Top-20,secondarySchool,2014,836544168,50274.32298999895,13.350846805138445
176,social,education,Top-20,secondarySchool,2015,841969109,51045.735767062026,12.581888078666083
177,social,education,Top-20,secondarySchool,2016,847394585,51702.726461240425,11.944844807208483
178,social,education,Top-20,secondarySchool,2017,852711695,52774.31162598213,11.616528342594876
179,social,education,Top-20,secondarySchool,2018,857683733,53766.821569240994,12.146420944443861
180,social,education,Top-20,secondarySchool,2019,862476482,54568.57148879967,11.489019311775266
181,social,education,Top-20,secondarySchool,2020,865938887,51751.21316457026,10.100147452359039
182,social,education,Top-20,secondarySchool,2021,868194530,54652.44782569791,10.369204359519287
183,social,education,Top-20,secondarySchool,2022,870707435,55881.32445946203,10.410727884251841
