,domain,dimension,group,indicator,date,populationTotal,GNIperCap,value
78,social,equality,Top-20,genderGapIndex,2009,988894129,45881.50711847641,18.46329379552823
79,social,equality,Top-20,genderGapIndex,2010,996630927,47079.15889184694,17.792615325392163
80,social,equality,Top-20,genderGapIndex,2011,1003863090,47887.836613910666,17.50654346291385
81,social,equality,Top-20,genderGapIndex,2012,1011079336,48221.279958995314,17.1496017956399
82,social,equality,Top-20,genderGapIndex,2013,1017990447,48634.52452542208,15.25484223242421
83,social,equality,Top-20,genderGapIndex,2014,1024538231,49318.56681053977,14.75850038093893
84,social,equality,Top-20,genderGapIndex,2015,1030982755,50117.58018531747,14.256571868653612
85,social,equality,Top-20,genderGapIndex,2016,1037430781,50726.19211669091,13.83252150978928
86,social,equality,Top-20,genderGapIndex,2017,1043668936,51661.415273558654,13.205523073650241
87,social,equality,Top-20,genderGapIndex,2018,1049558552,52506.85554158109,12.35817774642838
88,social,equality,Top-20,genderGapIndex,2019,1055075230,53135.85658776534,11.99648818207968
89,social,equality,Top-20,genderGapIndex,2020,1058226829,50458.68072212159,11.57269238672836
90,social,equality,Top-20,genderGapIndex,2021,1059835144,53177.42629715675,11.533956221685731
91,social,equality,Top-20,genderGapIndex,2022,1062397441,54446.30685605507,11.10559376168527
92,social,equality,World,racialInequality,2000,5987936475,11143.525953241922,
93,social,equality,World,racialInequality,2001,6067400171,11269.16109618872,
94,social,equality,World,racialInequality,2002,6146694074,11403.514831335073,
95,social,equality,World,racialInequality,2003,6225703784,11675.39156958982,
96,social,equality,World,racialInequality,2004,6305036969,12118.662403281058,
97,social,equality,World,racialInequality,2005,6385063771,12509.677115215676,
98,social,equality,World,racialInequality,2006,6465995974,13005.030631477915,
99,social,equality,World,racialInequality,2007,6548161577,13510.902130355307,
100,social,equality,World,racialInequality,2008,6631433245,13696.731902517133,
101,social,equality,World,racialInequality,2009,6715781792,13442.818432650078,
102,social,equality,World,racialInequality,2010,6800556597,13942.508229378447,
103,social,equality,World,racialInequality,2011,6885549957,14330.97430872319,
104,social,equality,World,racialInequality,2012,6971573392,14612.131730624928,
105,social,equality,World,racialInequality,2013,7057757987,14878.737516534802,
106,social,equality,World,racialInequality,2014,7143773390,15213.515843132103,
107,social,equality,World,racialInequality,2015,7229099872,15521.76315843772,
108,social,equality,World,racialInequality,2016,7313673290,15811.591222778465,
109,social,equality,World,racialInequality,2017,7397948919,16234.81918239549,
110,social,equality,World,racialInequality,2018,7479666350,16610.821316913636,
111,social,equality,World,racialInequality,2019,7558225718,16900.08408104054,
112,social,equality,World,racialInequality,2020,7631540374,16195.476628790198,
113,social,equality,World,racialInequality,2021,7697244601,17037.45205163254,
114,social,equality,World,racialInequality,2022,7760366644,17464.18412521262,
115,social,equality,Bottom-40,racialInequality,2000,2305033859,2637.8848731949,
116,social,equality,Bottom-40,racialInequality,2001,2354133417,2711.2793630273814,
117,social,equality,Bottom-40,racialInequality,2002,2404099984,2780.4770825164014,
118,social,equality,Bottom-40,racialInequality,2003,2453993436,2895.6900403739824,
119,social,equality,Bottom-40,racialInequality,2004,2503595091,3041.1857081870667,
120,social,equality,Bottom-40,racialInequality,2005,2553227674,3189.177972567319,
121,social,equality,Bottom-40,racialInequality,2006,2603053759,3364.5960676655677,
122,social,equality,Bottom-40,racialInequality,2007,2653009084,3535.268866028447,
123,social,equality,Bottom-40,racialInequality,2008,2702827948,3610.051122942907,
124,social,equality,Bottom-40,racialInequality,2009,2753383258,3750.927113346384,
125,social,equality,Bottom-40,racialInequality,2010,2805146425,3922.798971156696,
126,social,equality,Bottom-40,racialInequality,2011,2857666970,4090.707047397761,
127,social,equality,Bottom-40,racialInequality,2012,2909842581,4186.235956477863,
128,social,equality,Bottom-40,racialInequality,2013,2960816829,4332.8059941810725,
129,social,equality,Bottom-40,racialInequality,2014,3011628425,4535.02554695132,
130,social,equality,Bottom-40,racialInequality,2015,3062875450,4735.119735734198,
131,social,equality,Bottom-40,racialInequality,2016,3115693132,4915.240337794042,
132,social,equality,Bottom-40,racialInequality,2017,3169850445,5120.5307683583815,
133,social,equality,Bottom-40,racialInequality,2018,3224035582,5321.156386454672,
134,social,equality,Bottom-40,racialInequality,2019,3278266405,5452.071848500109,
135,social,equality,Bottom-40,racialInequality,2020,3332830632,5153.378626392607,
136,social,equality,Bottom-40,racialInequality,2021,3385613874,5387.598022097538,
137,social,equality,Bottom-40,racialInequality,2022,3436973883,5636.707215304104,
138,social,equality,Middle-40,racialInequality,2000,2764556454,7695.08149234658,
139,social,equality,Middle-40,racialInequality,2001,2788501047,7904.465838239397,
140,social,equality,Middle-40,racialInequality,2002,2811253682,8170.0205398361695,
141,social,equality,Middle-40,racialInequality,2003,2833550634,8531.011531184711,
142,social,equality,Middle-40,racialInequality,2004,2856233227,9076.106136827244,
143,social,equality,Middle-40,racialInequality,2005,2879084923,9585.718442984766,
144,social,equality,Middle-40,racialInequality,2006,2901822819,10285.672133265622,
145,social,equality,Middle-40,racialInequality,2007,2924677305,11087.33898762926,
146,social,equality,Middle-40,racialInequality,2008,2948552268,11620.35087626308,
147,social,equality,Middle-40,racialInequality,2009,2973504405,11629.154565908282,
148,social,equality,Middle-40,racialInequality,2010,2998779245,12302.42109379772,
149,social,equality,Middle-40,racialInequality,2011,3024019897,12868.278255659492,
150,social,equality,Middle-40,racialInequality,2012,3050651475,13417.698398778912,
151,social,equality,Middle-40,racialInequality,2013,3078950711,13859.397659636572,
152,social,equality,Middle-40,racialInequality,2014,3107606734,14318.201888567874,
153,social,equality,Middle-40,racialInequality,2015,3135241667,14683.05734184212,
154,social,equality,Middle-40,racialInequality,2016,3160549377,15092.793385288833,
155,social,equality,Middle-40,racialInequality,2017,3184429538,15687.46658668792,
156,social,equality,Middle-40,racialInequality,2018,3206072216,16212.60562721217,
157,social,equality,Middle-40,racialInequality,2019,3224884083,16682.45390031754,
158,social,equality,Middle-40,racialInequality,2020,3240482913,16363.106164095452,
159,social,equality,Middle-40,racialInequality,2021,3251795583,17387.871564397792,
160,social,equality,Middle-40,racialInequality,2022,3260995320,17881.546481055004,
161,social,equality,Top-20,racialInequality,2000,918346162,42873.61998355648,
162,social,equality,Top-20,racialInequality,2001,924765707,43200.33176231356,
163,social,equality,Top-20,racialInequality,2002,931340408,43422.76084548271,
164,social,equality,Top-20,racialInequality,2003,938159714,44137.97711831717,
165,social,equality,Top-20,racialInequality,2004,945208651,45356.37807857556,
166,social,equality,Top-20,racialInequality,2005,952751174,46322.99853044404,
167,social,equality,Top-20,racialInequality,2006,961119396,47325.0808876266,
168,social,equality,Top-20,racialInequality,2007,970475188,48085.29022864957,
169,social,equality,Top-20,racialInequality,2008,980053029,47761.09343185758,
170,social,equality,Top-20,racialInequality,2009,988894129,45881.50711847641,
171,social,equality,Top-20,racialInequality,2010,996630927,47079.15889184694,
172,social,equality,Top-20,racialInequality,2011,1003863090,47887.836613910666,
173,social,equality,Top-20,racialInequality,2012,1011079336,48221.279958995314,
174,social,equality,Top-20,racialInequality,2013,1017990447,48634.52452542208,
175,social,equality,Top-20,racialInequality,2014,1024538231,49318.56681053977,
176,social,equality,Top-20,racialInequality,2015,1030982755,50117.58018531747,
177,social,equality,Top-20,racialInequality,2016,1037430781,50726.19211669091,
178,social,equality,Top-20,racialInequality,2017,1043668936,51661.415273558654,
179,social,equality,Top-20,racialInequality,2018,1049558552,52506.85554158109,
180,social,equality,Top-20,racialInequality,2019,1055075230,53135.85658776534,
181,social,equality,Top-20,racialInequality,2020,1058226829,50458.68072212159,
182,social,equality,Top-20,racialInequality,2021,1059835144,53177.42629715675,
183,social,equality,Top-20,racialInequality,2022,1062397441,54446.30685605507,
