,domain,dimension,group,indicator,date,populationTotal,GNIperCap,value
95,social,income and work,World,youthNEET,2003,4436767372,14213.698316937627,
96,social,income and work,World,youthNEET,2004,4496313473,14649.206695713325,
97,social,income and work,World,youthNEET,2005,4555555738,15018.309136424428,24.969113864509147
98,social,income and work,World,youthNEET,2006,4614780114,15476.362897482102,24.11990689724444
99,social,income and work,World,youthNEET,2007,4674230084,15914.08486784246,23.54177375833243
100,social,income and work,World,youthNEET,2008,4733737187,15967.665858859737,22.987336040683992
101,social,income and work,World,youthNEET,2009,4793753743,15465.178148533094,22.8826141899112
102,social,income and work,World,youthNEET,2010,4854438773,15919.082468029896,22.47018086053236
103,social,income and work,World,youthNEET,2011,4915993170,16214.133201281373,21.951710603307244
104,social,income and work,World,youthNEET,2012,4977653135,16372.12278460749,21.829306598606145
105,social,income and work,World,youthNEET,2013,5039163494,16566.04966207905,21.675702195784293
106,social,income and work,World,youthNEET,2014,5101185152,16796.07898171256,21.743664461572465
107,social,income and work,World,youthNEET,2015,5162778897,17026.16135407534,21.914756714868474
108,social,income and work,World,youthNEET,2016,5223275190,17215.8902947744,22.38335097500208
109,social,income and work,World,youthNEET,2017,5282843972,17583.324472511642,22.368349724869077
110,social,income and work,World,youthNEET,2018,5341100432,17894.285868872554,22.41271336681259
111,social,income and work,World,youthNEET,2019,5397941221,18087.125394881383,22.55358508308848
112,social,income and work,World,youthNEET,2020,5451974461,17132.578923078847,23.15060642992937
113,social,income and work,World,youthNEET,2021,5500634293,17944.237292674556,21.6898989388511
114,social,income and work,World,youthNEET,2022,5546732777,18375.9105148735,20.3070253101288
115,social,income and work,Bottom-40,youthNEET,2000,1964208929,2685.043898866645,
116,social,income and work,Bottom-40,youthNEET,2001,2004223017,2760.762021866834,
117,social,income and work,Bottom-40,youthNEET,2002,2044936485,2838.86732138466,
118,social,income and work,Bottom-40,youthNEET,2003,2085514362,2968.997118766286,
119,social,income and work,Bottom-40,youthNEET,2004,2125536982,3131.20348877371,
120,social,income and work,Bottom-40,youthNEET,2005,2165189197,3295.1341858839087,31.223480262080766
121,social,income and work,Bottom-40,youthNEET,2006,2204325730,3487.1386077145817,30.152795889689177
122,social,income and work,Bottom-40,youthNEET,2007,2242822106,3673.3266582465776,29.22098603901974
123,social,income and work,Bottom-40,youthNEET,2008,2281328821,3754.780899489421,28.211148889018265
124,social,income and work,Bottom-40,youthNEET,2009,2320683047,3919.548410273382,27.28614651018953
125,social,income and work,Bottom-40,youthNEET,2010,2360940735,4118.511465415591,26.548909146853727
126,social,income and work,Bottom-40,youthNEET,2011,2401872638,4263.217063388429,25.852951629978715
127,social,income and work,Bottom-40,youthNEET,2012,2442649673,4415.367799580202,26.038501219661946
128,social,income and work,Bottom-40,youthNEET,2013,2482896383,4608.864138968343,25.72512274434197
129,social,income and work,Bottom-40,youthNEET,2014,2522769607,4847.28726759176,26.21662807092196
130,social,income and work,Bottom-40,youthNEET,2015,2562032049,5087.6526970775085,26.641162171907936
131,social,income and work,Bottom-40,youthNEET,2016,2601737248,5311.393733525916,27.57263496173141
132,social,income and work,Bottom-40,youthNEET,2017,2642135730,5557.466667592415,27.8774040780218
133,social,income and work,Bottom-40,youthNEET,2018,2682203135,5800.429811362861,27.954556141964453
134,social,income and work,Bottom-40,youthNEET,2019,2721824313,5964.230593600589,28.40283024288791
135,social,income and work,Bottom-40,youthNEET,2020,2761429925,5635.885861530438,28.003152905932364
136,social,income and work,Bottom-40,youthNEET,2021,2799105553,5896.876638415241,26.052872750096924
137,social,income and work,Bottom-40,youthNEET,2022,2835178815,6197.205433451961,24.03640857809528
138,social,income and work,Middle-40,youthNEET,2000,1446252852,11373.12209111469,
139,social,income and work,Middle-40,youthNEET,2001,1460334179,11542.80515099872,
140,social,income and work,Middle-40,youthNEET,2002,1473649722,11772.842535075551,
141,social,income and work,Middle-40,youthNEET,2003,1486755199,12142.947330771216,
142,social,income and work,Middle-40,youthNEET,2004,1500250632,12746.378815640464,
143,social,income and work,Middle-40,youthNEET,2005,1513729016,13259.553586377446,23.910740190164923
144,social,income and work,Middle-40,youthNEET,2006,1527595519,13974.261940565617,23.129765388756027
145,social,income and work,Middle-40,youthNEET,2007,1541788439,14735.119861751113,22.80738825632635
146,social,income and work,Middle-40,youthNEET,2008,1555964129,15154.733076032497,22.31100219178104
147,social,income and work,Middle-40,youthNEET,2009,1570406992,14649.54127240417,22.45418610652535
148,social,income and work,Middle-40,youthNEET,2010,1585171053,15229.176261525254,22.15737380384129
149,social,income and work,Middle-40,youthNEET,2011,1600321493,15725.794196009843,21.719205668583506
150,social,income and work,Middle-40,youthNEET,2012,1615847031,16042.243240087288,21.12608811086197
151,social,income and work,Middle-40,youthNEET,2013,1632046731,16325.644673940147,20.937723284704244
152,social,income and work,Middle-40,youthNEET,2014,1649313614,16490.26298551394,20.673019368740004
153,social,income and work,Middle-40,youthNEET,2015,1666873897,16593.187145171454,20.749150835947987
154,social,income and work,Middle-40,youthNEET,2016,1682812715,16691.400249616003,20.916832701027577
155,social,income and work,Middle-40,youthNEET,2017,1697154935,17047.19587307313,20.659490678046627
156,social,income and work,Middle-40,youthNEET,2018,1710832438,17326.80189140739,20.68666473247238
157,social,income and work,Middle-40,youthNEET,2019,1723700204,17494.715379500933,20.515486391507093
158,social,income and work,Middle-40,youthNEET,2020,1735052278,16790.556874658258,21.89918954884943
159,social,income and work,Middle-40,youthNEET,2021,1744229316,17601.37713102611,20.86970193367052
160,social,income and work,Middle-40,youthNEET,2022,1752306923,18080.26290573061,20.153018032161253
161,social,income and work,Top-20,youthNEET,2000,847838422,43710.450251831775,
162,social,income and work,Top-20,youthNEET,2001,853198039,44052.28093231957,
163,social,income and work,Top-20,youthNEET,2002,858712445,44273.0706736065,
164,social,income and work,Top-20,youthNEET,2003,864497811,44901.67149874854,
165,social,income and work,Top-20,youthNEET,2004,870525859,46051.67478116888,
166,social,income and work,Top-20,youthNEET,2005,876637525,47010.06201696477,11.349122389153942
167,social,income and work,Top-20,youthNEET,2006,882858865,48010.16803240224,10.770189102048606
168,social,income and work,Top-20,youthNEET,2007,889619539,48817.54127794255,10.49665136356678
169,social,income and work,Top-20,youthNEET,2008,896444237,48458.81198102088,10.8673589692116
170,social,income and work,Top-20,youthNEET,2009,902663704,46567.158796825854,12.306808047972648
171,social,income and work,Top-20,youthNEET,2010,908326985,47795.34355276261,12.414569591059768
172,social,income and work,Top-20,youthNEET,2011,913799039,48481.706943656434,12.104686205267502
173,social,income and work,Top-20,youthNEET,2012,919156431,48727.0055161179,11.879646180955676
174,social,income and work,Top-20,youthNEET,2013,924220380,49113.27055456763,12.100198608766885
175,social,income and work,Top-20,youthNEET,2014,929101931,49783.240067127146,11.498903578051006
176,social,income and work,Top-20,youthNEET,2015,933872951,50551.65876768284,11.028603268775903
177,social,income and work,Top-20,youthNEET,2016,938725227,51150.19793107228,10.629881990515637
178,social,income and work,Top-20,youthNEET,2017,943553307,52222.42927574261,10.015607496132702
179,social,income and work,Top-20,youthNEET,2018,948064859,53133.48739736617,9.8488386920794
180,social,income and work,Top-20,youthNEET,2019,952416704,53804.188037275264,9.526150236472544
181,social,income and work,Top-20,youthNEET,2020,955492258,50979.77980007228,11.398869828163486
182,social,income and work,Top-20,youthNEET,2021,957299424,53794.94396934196,10.427160979321762
183,social,income and work,Top-20,youthNEET,2022,959247039,54911.72513650057,9.565683407504372
